name,KernelRidge,SupportVector,RandomForest,GradientBoosting,KNeighbors,MultilayerPerceptron,HistGradientBoosting
CDK,0.2401138889344969,0.2217747625398249,0.2210787699275362,0.2046525652641482,0.2895979710144927,0.2378285921793108,0.2538672724822981
CDKextended,0.2337859143731363,0.241497126710694,0.2522259631211179,0.2290653192859611,0.2823794202898551,0.2367886569312246,0.2452827743036051
E_CDKex_sub,0.2713081890214996,0.2725203782252908,0.217609393115942,0.2141831606411015,0.2989020289855072,0.3061155113042507,0.2401331010606549
E_MACCS_sub,0.2481019827598924,0.3638368280974973,0.2356878077984818,0.2334384205159604,0.3604736231884057,0.3805236446939429,0.2668795320977608
EState,0.3087865603034685,0.2828326952815718,0.2723062894800448,0.3189818775247252,0.3048734782608696,0.3086222290329521,0.3365808597994384
MACCS,0.3169107664225545,0.2239100165985223,0.2174301881182424,0.2557900336402637,0.3021370289855072,0.2779276044980895,0.2836060573222512
PubChem,0.271258648193324,0.2607498247232201,0.2468062409851623,0.2359121657111398,0.2983073188405797,0.2595652214173082,0.3211506641648612
Substructure,0.2475175782106529,0.236348642197169,0.3111450230464583,0.3235115877611327,0.2810736956521739,0.2584314874157701,0.3431365971857442
SubstructureCount,0.4031508995361567,0.3901504746991347,0.252153291537267,0.2568769830688848,0.3821665942028985,0.3344788385730686,0.3030547271405759
